"Subject","Activity","tBodyGyroMag.mean..","tBodyGyroMag.std..","tBodyGyroMag.mad..","fBodyGyro.meanFreq...X","fBodyGyro.meanFreq...Y","fBodyGyro.meanFreq...Z","fBodyAcc.min...Z","fBodyAcc.sma..","fBodyAcc.energy...X","fBodyAccJerk.mean...Y","fBodyAccJerk.mean...Z","fBodyAccJerk.std...X","fBodyAccJerk.bandsEnergy...33.40","fBodyAccJerk.bandsEnergy...41.48","fBodyAccJerk.bandsEnergy...49.56","fBodyAcc.bandsEnergy...17.32","fBodyGyro.bandsEnergy...33.48","fBodyAcc.skewness...Y","fBodyAccJerk.bandsEnergy...1.16.2","fBodyAccJerk.bandsEnergy...17.32.1","tBodyAcc.correlation...Y.Z","tGravityAcc.mean...X","tGravityAcc.mean...Y","tBodyAccJerk.max...Y","tBodyAccJerk.max...Z","tBodyAccJerk.min...X","tBodyGyroJerk.arCoeff...Z.1","tBodyGyroJerk.arCoeff...Z.2","tBodyGyroJerk.arCoeff...Z.3","tBodyAccJerk.arCoeff...Z.1","tBodyGyro.mad...X","tBodyGyro.arCoeff...Y.4","tBodyGyro.iqr...X","tBodyGyroMag.iqr..","tBodyGyroMag.entropy..","tBodyGyroMag.arCoeff..1","fBodyGyro.skewness...Z","fBodyGyro.kurtosis...Z","fBodyGyro.bandsEnergy...1.8","fBodyAcc.iqr...Z","fBodyAcc.entropy...X","fBodyAcc.entropy...Y","fBodyAccJerk.mad...Z","fBodyAccJerk.max...X","fBodyAccJerk.max...Y","fBodyAccJerk.bandsEnergy...49.64","fBodyAccJerk.bandsEnergy...1.24","fBodyAccJerk.bandsEnergy...25.48","fBodyAcc.bandsEnergy...1.24","fBodyGyro.bandsEnergy...25.48","fBodyAcc.kurtosis...Z","fBodyAccJerk.bandsEnergy...49.64.2","fBodyAccJerk.bandsEnergy...1.24.1","tGravityAcc.min...X","tGravityAcc.min...Y","tGravityAcc.min...Z","tBodyAccJerk.entropy...Y","tBodyAccJerk.entropy...Z","tBodyAccJerk.arCoeff...X.1","tBodyAccMag.energy..","tBodyAccMag.iqr..","tBodyAccMag.entropy..","tBodyAccJerk.correlation...X.Z","tBodyGyro.max...Z","tBodyGyro.correlation...X.Y","tBodyGyro.entropy...Z"
17,"SITTING",-0.967177744375,-0.97541025484375,-0.97257151296875,0.167684958779688,-0.148799346228125,0.123430240928125,-0.9791552215625,-0.98235675890625,-0.99990486828125,-0.9883274196875,-0.9888280653125,-0.9946131621875,-0.9999248565625,-0.99990891453125,-0.9999465665625,-0.99985116375,-0.99984084109375,-0.0794928079046875,-0.99966395390625,-0.9997912034375,0.269356561,0.94488374765625,-0.002814673171875,-0.99024868765625,-0.99059210375,0.9908827509375,0.389626970890625,-0.103010051733281,0.31486344553125,0.164747702839063,-0.98950769203125,-0.0097857225421875,-0.98899846328125,-0.97300943234375,-0.368772692928125,0.0619330858375,-0.185157982128125,-0.470860764046875,-0.9997709671875,-0.98269792171875,-0.9628085778125,-0.856945948671875,-0.99001217125,-0.99596462078125,-0.99053355109375,-0.999945215,-0.99992120375,-0.99988288328125,-0.999906045,-0.99990635015625,-0.442649998248437,-0.99951252171875,-0.99979448171875,0.9617030959375,0.0132818725859375,-0.142992631651563,-0.82321637484375,-0.755852664375,0.184649947382813,-0.9975258603125,-0.97126661390625,-0.5713922519375,0.22908771646875,-0.74617069734375,-0.292192110075,-0.49206253340625
18,"SITTING",-0.977634992105263,-0.981372675614035,-0.978617841929825,0.113674949989474,-0.150376356784211,0.1032033883,-0.988594529298246,-0.986721918070175,-0.999946200175439,-0.983642391578947,-0.988689671578947,-0.992039060701754,-0.999863034385965,-0.999869355438596,-0.999903158245614,-0.999836484561404,-0.999863778245614,-0.446503483859649,-0.999678500350877,-0.999692062807018,0.0744205317994561,0.909816469298246,0.12988647622807,-0.990203003157895,-0.991272570701754,0.989204599122807,0.308135247717544,-0.0655837024649123,0.255149233083333,0.148248212698246,-0.992222332631579,-0.00401836758947368,-0.992445576842105,-0.978306662807018,-0.382556779417544,0.121204365263158,-0.338553827982456,-0.646209851333333,-0.999885601578947,-0.983827325789474,-0.96322679877193,-0.886697469473684,-0.989012537368421,-0.993839167192982,-0.987683048245614,-0.999901702631579,-0.999911321403509,-0.99980026,-0.99994976,-0.999920416666667,-0.573837909401754,-0.999555989824561,-0.999714892105263,0.929168439122807,0.148771789473684,0.159995952368421,-0.726527113859649,-0.746155215614035,0.188384653031579,-0.999247368245614,-0.98342517754386,-0.657365134964912,0.201290925598246,-0.747138418245614,-0.300450352719298,-0.43439533332807
19,"SITTING",-0.942229043835616,-0.950491807945205,-0.944747401643836,-0.0192868116287671,-0.39302195830137,-0.147366971379452,-0.979853011232877,-0.969139371917808,-0.999321153972603,-0.979141571643836,-0.98398048,-0.988576991369863,-0.999797576849315,-0.999764511780822,-0.99986493630137,-0.999644279726027,-0.999808072465753,-0.0978786275342466,-0.999396701506849,-0.999543565342466,0.30624561029863,0.581371509041096,0.360343534657534,-0.981019165616438,-0.985876886027397,0.981464607534247,0.178797735550685,-0.10290675029726,0.244920991849315,0.118343520075342,-0.986002909726027,0.127361385742466,-0.987823500821918,-0.948022009178082,0.00507702791232877,-0.164405643705479,0.0463265561178082,-0.239489058660274,-0.999757740958904,-0.978923717945205,-0.80588393890411,-0.777930718356164,-0.986566535342466,-0.991111514246575,-0.983391804657534,-0.99986080739726,-0.999828881369863,-0.999697526438356,-0.999314987123288,-0.999875586575342,-0.272332010863014,-0.999191221780822,-0.999505390136986,0.597940222191781,0.372853715342466,0.482519463835616,-0.694084603972603,-0.706760556986301,0.0674759997880822,-0.997316326438356,-0.962141329452055,-0.4120571552,0.0668417355027397,-0.732441551917808,-0.140646089410959,-0.310773545369863
20,"SITTING",-0.939574435606061,-0.941069909848485,-0.938520031363636,-0.0327018882469697,-0.314720986151515,-0.144654837851515,-0.968119928636364,-0.959030476060606,-0.999468023333333,-0.971158287575758,-0.973211461363636,-0.983565760757576,-0.999579798333333,-0.999645345606061,-0.999773843333333,-0.999308135757576,-0.999332533939394,-0.273717465639394,-0.998351891212121,-0.999369634545455,0.11411080596,0.924454522424242,0.0733385412878788,-0.979343732121212,-0.975443112272727,0.976299384848485,0.0847172416833333,-0.100068783048485,0.078063706,0.0325485458727273,-0.98010938030303,0.183924240372727,-0.983744992121212,-0.944833649848485,0.0199971150318182,-0.113302755172727,-0.1214761805,-0.476999245348485,-0.999490354545455,-0.963461030151515,-0.834452071060606,-0.732050094469697,-0.976052018939394,-0.987188981515152,-0.975880286515151,-0.999761028939394,-0.999543856060606,-0.999403353484849,-0.99947257530303,-0.999471495606061,-0.427498665689394,-0.999060955151515,-0.998829991060606,0.939200442575758,0.087015890380303,0.138870166045455,-0.629985937090909,-0.624617884545455,0.049840155139697,-0.994647469393939,-0.947414048939394,-0.369459306572727,0.109373846575758,-0.724454696515151,-0.151129748366667,-0.253505113181818
21,"SITTING",-0.964971113764706,-0.971225061647059,-0.967967852705882,0.0890460544552941,-0.16118334856,0.0208820463952941,-0.983343281294118,-0.978719703764706,-0.999872903764706,-0.979180438588235,-0.983434322941176,-0.990027822470588,-0.999843478705882,-0.999792153764706,-0.999873966470588,-0.999794720117647,-0.999808736705882,-0.380043010741176,-0.999334812941176,-0.999417863529412,0.0677538439988235,0.940031368,0.0215206708823529,-0.984696464352941,-0.987652226705882,0.986732847176471,0.200447695164706,-0.0313737120376471,0.205422924897647,0.123296355538235,-0.988955256,0.0592474066352941,-0.989606826235294,-0.968933847176471,-0.203593058927059,0.0569633005058824,-0.307070451031765,-0.621997283364706,-0.999830034352941,-0.978465733882353,-0.944779656117647,-0.844754310941176,-0.985642264352941,-0.992136241411765,-0.983398320705882,-0.999869444705882,-0.999876896588235,-0.999702786705882,-0.999877656705882,-0.999859962,-0.500733729976471,-0.999274186705882,-0.999487341882353,0.957792956352941,0.0409952879376471,-0.0629202727529412,-0.674759631411765,-0.679583600352941,0.194122135545882,-0.998114770235294,-0.974530431529412,-0.563260149576471,0.159750118714235,-0.742257971647059,0.273490652717647,-0.396807657976471
22,"SITTING",-0.942077432741935,-0.933268487096774,-0.930895516290323,-0.0392582344514516,-0.273301879941935,-0.11797502196129,-0.969817152741935,-0.955593553064516,-0.999327905967742,-0.963129472580645,-0.975330718709677,-0.984299609032258,-0.999455520322581,-0.999313347419355,-0.999552715483871,-0.999350585483871,-0.999590106451613,-0.123078613225806,-0.998523616290323,-0.997775728548387,0.35064536133871,0.839305928709677,0.208553884,-0.971809250806452,-0.978646761451613,0.971717211935484,0.186009689816129,-0.135232205220968,0.117220680751613,0.0887461211451613,-0.983444956774194,0.205666351191935,-0.986642700483871,-0.944067552096774,0.0439184576612903,-0.0711440149306452,-0.0928412858616129,-0.443033158980645,-0.999629248225806,-0.971204825645161,-0.811542145806452,-0.724010137951613,-0.979436886129032,-0.988285147741935,-0.97671423983871,-0.999536710483871,-0.999672146129032,-0.999109495806452,-0.999340437580645,-0.999694887903226,-0.120149591074194,-0.998846255645161,-0.998431950967742,0.85355807983871,0.216550351274194,0.299845705612903,-0.647890957080645,-0.652200141451613,0.146678180154839,-0.991609292096774,-0.935602950677419,-0.317180817806452,0.10022225823871,-0.72054868516129,-0.377231087104839,-0.258077093379032
23,"SITTING",-0.936593426911765,-0.937006097352941,-0.933873342794118,0.0704401990367647,-0.0826203849176471,0.137545517458824,-0.973518224705882,-0.962296523970588,-0.999738134264706,-0.978136218235294,-0.972656226029412,-0.986019630441176,-0.999426519852941,-0.999503351323529,-0.999811241470588,-0.999451263382353,-0.999564630147059,-0.3145002815,-0.998534171323529,-0.999423093676471,0.289862510194118,0.936509242941176,0.1217510625,-0.979937283823529,-0.975957434705882,0.978139176029412,0.292086050489706,-0.0931819347191176,0.223948364367647,0.108199807733824,-0.981921138235294,0.188934219407353,-0.9840569,-0.942617882352941,-0.0851166251661765,0.186929022705882,-0.289351015852941,-0.588689078985294,-0.999477515294118,-0.966717760735294,-0.901495487794118,-0.811989506970588,-0.975559923088235,-0.990130189705882,-0.982407048823529,-0.999801609558824,-0.999738486617647,-0.999179410882353,-0.999750274558823,-0.999727309411765,-0.302838762907353,-0.998648440294118,-0.999250102941176,0.950796974117647,0.134544093922059,0.04833693825,-0.719291999264706,-0.608125688235294,0.206610344426471,-0.9908048275,-0.929864441323529,-0.418584368102941,0.0354850909558823,-0.738355722058823,0.150625133282353,-0.419512971010294
24,"SITTING",-0.964633252352941,-0.969257162647059,-0.966415033088235,0.0410327203470588,-0.281538204205882,-0.0466430854957353,-0.976769295441177,-0.975237523235294,-0.999864646029412,-0.979228238382353,-0.981971300147059,-0.9892888075,-0.999836967205882,-0.999764671617647,-0.999889396470588,-0.999717351617647,-0.999825627794118,-0.116251755076471,-0.999359883382353,-0.999506025882353,0.218556313789706,0.919637604411765,0.182254651955882,-0.984824260294118,-0.984782526911765,0.985339201029412,0.163657091982353,-0.0565449443720588,0.122082165889706,0.0762266265147059,-0.988511264411765,0.116474292098088,-0.988897640882353,-0.9671678925,-0.154945980189706,-0.0330766393416176,-0.129906036029412,-0.461765221102941,-0.999801781911765,-0.975627077794118,-0.930909246029412,-0.791482346279412,-0.983978104411765,-0.991756227205882,-0.984430781029412,-0.999886260735294,-0.999848102647059,-0.999743798823529,-0.999866968823529,-0.999882094558823,-0.443298689426471,-0.999316247058823,-0.999524397794118,0.937514905147059,0.196647342205882,0.102921282897059,-0.689480993970588,-0.676470051323529,0.135932677227941,-0.998046606470588,-0.970985805735294,-0.467721127117647,1.68325754411766e-05,-0.741845491911765,-0.227364426366176,-0.354489511823529
25,"SITTING",-0.966568718615385,-0.970639125692308,-0.967289125076923,0.136192219210769,-0.300483308276923,0.0368690794884615,-0.983016046307692,-0.977710824461538,-0.999812786769231,-0.982957002923077,-0.986326396461538,-0.992750109846154,-0.999889488,-0.999864341384615,-0.999918439230769,-0.999788314461538,-0.999871727384615,-0.248590126849231,-0.999572418153846,-0.999668855692308,0.245207706875385,0.865686078153846,0.208287142261538,-0.986960776,-0.987715488769231,0.989251904769231,0.222966625261538,-0.0742528783876923,0.187275007369231,0.16393929113,-0.990521072153846,0.0699582634938462,-0.990943867846154,-0.967545654615385,-0.216585556830769,-0.0624888001430769,-0.185423730723077,-0.490594733707692,-0.999831108,-0.980268891538462,-0.945063736153846,-0.841134826184615,-0.988068457538462,-0.994202481384615,-0.985472107538462,-0.999916070153846,-0.999909649692308,-0.999821558153846,-0.999813511846154,-0.999919550615385,-0.356877026507692,-0.999412303692308,-0.999578569076923,0.883805647538462,0.218395260646154,0.162806453117785,-0.743850150307692,-0.728070092615385,0.127979258049231,-0.996229980615385,-0.970399723692308,-0.561338903738462,0.0665123894430769,-0.739863104153846,0.0651311826153846,-0.418678338461538
26,"SITTING",-0.954052945897436,-0.964742022307692,-0.95971912051282,0.106739301755128,-0.38419769075641,0.0345111450307692,-0.974139302564103,-0.969266872820513,-0.998409965384615,-0.985862886410256,-0.987989982948718,-0.99329986051282,-0.999866331153846,-0.999729365897436,-0.999849842051282,-0.999540089230769,-0.999883293461538,-0.21080926940641,-0.999620273717949,-0.999734875,0.376361984897436,0.782955611794872,0.223105562025641,-0.990783774230769,-0.989773011923077,0.990391449230769,0.260034710992308,-0.0881166051435897,0.22358843764359,0.162343989420641,-0.990889957692308,0.0779784222998718,-0.990159567564103,-0.959294168717949,-0.142637498233333,-0.133320209551282,-0.0855747491420513,-0.398133093091026,-0.999833524615385,-0.980757685769231,-0.904974575641026,-0.864888156166667,-0.989686590769231,-0.994768992051282,-0.988768858717949,-0.999840581153846,-0.999892907051282,-0.999790615769231,-0.998392600641026,-0.999932293589744,-0.295205234102564,-0.999462396923077,-0.999683712307692,0.794180942692308,0.230171012061282,0.302290571371795,-0.782885096794872,-0.753342235769231,0.145959546628205,-0.988500840128205,-0.940374410802564,-0.521100223602564,0.12802218970641,-0.743978072179487,-0.352993104,-0.400474227769231
27,"SITTING",-0.963565474,-0.970782132714286,-0.966938774857143,0.0280636008338571,-0.159439066752857,0.0218168994742857,-0.979429176428571,-0.980860791142857,-0.999571441714286,-0.985238583714286,-0.987087721142857,-0.991292270714286,-0.999842789285714,-0.999827719428571,-0.999878127857143,-0.999724210857143,-0.999836177857143,-0.287002351785714,-0.999553466428571,-0.999738644571429,0.279720996407714,0.839464714,0.212947021371429,-0.989967349,-0.988833063142857,0.987941323571429,0.252472416471429,-0.0748328285828714,0.161526593952857,0.128143995291429,-0.988614539285714,0.0441028744414286,-0.988126915285714,-0.966021629142857,-0.248841977157143,0.0223195929,-0.17341871885,-0.486821969257143,-0.999756806142857,-0.980854840714286,-0.925586690714286,-0.869885367914286,-0.988059869285714,-0.993201463285714,-0.987622148428571,-0.999876616714286,-0.999887918857143,-0.999676752,-0.999570118142857,-0.999897337857143,-0.481009159814286,-0.999426688285714,-0.999725147142857,0.857738486714286,0.2293892866,0.268931377828571,-0.747499143285714,-0.739929761857143,0.115777393032857,-0.997916669428571,-0.974904785,-0.602897735642857,0.0204560526137143,-0.746600617428571,-0.591702451142857,-0.404008822971429
28,"SITTING",-0.955175567083333,-0.951065984027778,-0.947300029722222,0.0177422487072222,-0.320939754194444,-0.0574600312055556,-0.978434372777778,-0.960244128888889,-0.999681516666667,-0.963054247083333,-0.972939551944444,-0.977786782222222,-0.999457250972222,-0.999429561805556,-0.999609362222222,-0.998808088333333,-0.999415839305556,-0.257994232605556,-0.998704656527778,-0.998709887361111,0.122099867541667,0.907331309166667,-0.112596728361111,-0.972935738194444,-0.980464075277778,0.966427881666667,-0.0050682546125,0.03359393665,0.109697043575,0.0112956727527778,-0.981207373333333,0.174439216791667,-0.982495814861111,-0.950663831944444,0.0701530631805556,-0.117277510223611,-0.299377348208333,-0.622204515833333,-0.999481682916667,-0.967658124305556,-0.822438158194444,-0.678606568944444,-0.975735800416667,-0.982543232083333,-0.970867039166667,-0.999600058472222,-0.999392764166667,-0.998967243194444,-0.999703826388889,-0.999637790555556,-0.439937177119444,-0.999005549305556,-0.998682411666667,0.925074347361111,-0.0918366992222222,0.128388004986111,-0.531132791666667,-0.561495494722222,0.0768569395763889,-0.997186814444444,-0.958075921388889,-0.3059693445125,-0.0599596237763889,-0.722387625277778,-0.0593732507555556,-0.286959403794444
29,"SITTING",-0.962377332166667,-0.971578024666667,-0.9676628415,0.0698387733133333,-0.173147233958333,-0.0194301189816667,-0.978106625,-0.981054081666667,-0.9997475795,-0.983883193,-0.988470241,-0.9942201755,-0.999866630166667,-0.999863116,-0.999915383166667,-0.999860204833333,-0.999875373166667,-0.1282958859,-0.999661993833333,-0.999624043,0.350809540083333,0.891563755166667,0.1556594569,-0.989129824666667,-0.9903075495,0.991348596333333,0.269329450577,-0.116630063251667,0.181027630616667,0.19969152202,-0.990798157666667,0.0988146447966667,-0.991264365333333,-0.967174997166667,-0.264711562633333,-0.0223220859283333,0.0323808922816667,-0.251007411736667,-0.999869302166667,-0.983141260666667,-0.940017395166667,-0.867700988166667,-0.989371804,-0.995431132,-0.987378459166667,-0.999914438166667,-0.999946457,-0.999840589166667,-0.999746662,-0.999925790666667,-0.4840431683,-0.9994481165,-0.999695503833333,0.906270938166667,0.1696930491,0.280733854166667,-0.745627993166667,-0.744057945333333,0.219998030483333,-0.997997424,-0.9785924015,-0.631007466416667,0.233526789553333,-0.7497251445,-0.414703483151667,-0.381754203183333
30,"SITTING",-0.955847323870968,-0.960641288225806,-0.954280180483871,-0.0154022432258065,-0.312781565,-0.0503841254806452,-0.974803957903226,-0.970018498548387,-0.999242156290323,-0.980405717258064,-0.985978315322581,-0.990017564516129,-0.999842463387097,-0.99980252016129,-0.99989057516129,-0.999681935322581,-0.999868976612903,-0.246613407370968,-0.999305594516129,-0.99956882,0.166701769966935,0.825473836935484,0.114588392624871,-0.985243473870968,-0.988029403709677,0.984468157903226,0.196979081846774,-0.161119522564516,0.133367266879032,0.0994209773064516,-0.988378305,0.147674024412903,-0.988591253709677,-0.952363511290323,-0.192132787245161,-0.0595152551532258,-0.112583761290323,-0.456253222725806,-0.999795278064516,-0.980245299516129,-0.882009612096774,-0.782317226354839,-0.987802071935484,-0.992437953548387,-0.984821805483871,-0.999887647903226,-0.999800196612903,-0.999690951612903,-0.999228597096774,-0.999915571774194,-0.474783585790323,-0.999238806612903,-0.99936671,0.84058892016129,0.126814825801613,0.336749682096774,-0.708840608225806,-0.725394288225806,0.0818272066912903,-0.992576009516129,-0.952484387741935,-0.515073326370968,0.190894015516129,-0.733405658225807,-0.0380598704195161,-0.339301895051613
1,"STANDING",-0.976493792830189,-0.978690028679245,-0.975841133584906,-0.120293020603774,-0.0447191978169811,0.100607635139623,-0.989838321509434,-0.988739688679245,-0.999959034528302,-0.985418704528302,-0.990752166037736,-0.995073759245283,-0.999912316226415,-0.999897777924528,-0.999923146981132,-0.99991777,-0.999917994528302,-0.232920418335849,-0.99978261,-0.999738624339623,0.288310475754717,0.942952000377358,-0.272983832264151,-0.989882872075472,-0.991633901320755,0.992459266037736,0.300326626354717,-0.127714511773585,0.185373433483019,0.223580652496226,-0.987936915283019,0.138615864115094,-0.989370671698113,-0.976115187924528,-0.2954412358,0.0784050477792453,-0.315111716283019,-0.622482914037736,-0.999842860188679,-0.985795656037736,-0.985132560754717,-0.871728508490566,-0.991670906603774,-0.996142467735849,-0.989317848490566,-0.999921938490566,-0.999963091886792,-0.999877684528302,-0.999960836792453,-0.999949959811321,-0.555794507049057,-0.999552433396226,-0.999766992075472,0.961168260943396,-0.248024904528302,0.00938141516471698,-0.751864896415094,-0.783512508490566,0.273630034792453,-0.999335685849057,-0.981145026981132,-0.663020115056604,0.156032601584906,-0.749458168490566,-0.0262946998830189,-0.470005344981132
2,"STANDING",-0.963466341851852,-0.95394338037037,-0.954621206851852,-0.107416045074074,-0.171160370096296,0.000226810610740739,-0.979972376296296,-0.969964736851852,-0.999742884259259,-0.970851337962963,-0.979775152037037,-0.983007923703704,-0.999182135925926,-0.999039064814815,-0.99941865037037,-0.999188735555556,-0.999154541481482,-0.223641635091111,-0.999283747592593,-0.998804296296296,0.384642653314815,0.896928566851852,-0.370062696851852,-0.979597020555556,-0.982210356296296,0.975714857222222,0.143084110261111,-0.081862204537037,0.152800938216667,0.1508573324715,-0.975400010555556,0.102283591259259,-0.979593897222222,-0.967081388148148,-0.0896142422666667,-0.0341626064598704,-0.293982960703704,-0.612951667537037,-0.999175508148148,-0.972833301296296,-0.881202441481482,-0.755797916481482,-0.982565136851852,-0.986726809074074,-0.978915087222222,-0.999407442777778,-0.999702513888889,-0.998360544814815,-0.999781299444444,-0.999426093333333,-0.439629918392593,-0.998198299074074,-0.999052850925926,0.913570337222222,-0.34605691462963,0.11519525245037,-0.626168469333333,-0.67800863462963,0.258598443611111,-0.997806447592593,-0.968425473148148,-0.454446325666667,0.172841820592593,-0.729575259259259,-0.145780534074074,-0.311887947277778
3,"STANDING",-0.892089349344262,-0.88212522147541,-0.873845701967213,-0.297107441654098,-0.316011207026229,-0.229120091067541,-0.975999420491803,-0.934140589180328,-0.998652034918033,-0.943497973606557,-0.969174903442623,-0.960570921803279,-0.998311100491803,-0.998317209672131,-0.998823136721312,-0.997527375245902,-0.998167006885246,-0.207491936918033,-0.998047759508197,-0.997807273770492,0.147171336183607,0.93503077852459,-0.301735130327869,-0.957622703442623,-0.975309855245902,0.947715536721311,-0.0571811003786885,-0.0762587496885246,0.0129822672031148,0.00251903392295082,-0.905589683606557,0.182570971622951,-0.915485911147541,-0.890085854918033,0.315585183098361,-0.298510001213115,-0.141567450506557,-0.503948914311475,-0.991668441803279,-0.960182498688525,-0.671254065852459,-0.555143371426229,-0.972905156065574,-0.970149050655738,-0.95406878147541,-0.998786104590164,-0.997801947540984,-0.997057906393443,-0.998693438688525,-0.998847339344262,-0.421544016934426,-0.998681596557377,-0.99603259147541,0.949053275409836,-0.285284768360656,0.00950846340983607,-0.45534395004918,-0.577570552295082,-0.0128043800491803,-0.992365464918033,-0.929682475901639,-0.203461737055574,-0.0701330367213115,-0.697941576721312,-0.408651397508197,-0.210431287731148
4,"STANDING",-0.900982100535714,-0.885144317678571,-0.878716135357143,-0.2748096406875,-0.364372374642857,-0.223109154546429,-0.958674495,-0.93263565625,-0.998896669285714,-0.937624242142857,-0.968648411607143,-0.975706723571429,-0.998556269642857,-0.997993942857143,-0.999331709107143,-0.998443622142857,-0.996218160178571,-0.0313319979267857,-0.998805477678571,-0.996158419642857,0.106119812160714,0.95619779125,-0.0759009061071429,-0.953259719107143,-0.977329965,0.967549219642857,-0.0582440893857143,-0.0273224501714286,0.0274588031553571,0.170989119960714,-0.916603973928571,0.251456205696429,-0.926858639821429,-0.895055095892857,0.333212427916071,-0.283292833575,-0.0866528263,-0.444169848521429,-0.992745685,-0.961095991964286,-0.800859984696429,-0.525118355321429,-0.973550494464286,-0.980601651964286,-0.956487223571429,-0.999234723392857,-0.999310820714286,-0.997639619821429,-0.998931593214286,-0.997361543392857,0.0589242327696429,-0.998002496071429,-0.996976731785714,0.96476514875,-0.0762165602142857,0.143234161714286,-0.399501154732143,-0.568323437142857,0.199481608839286,-0.984665991964286,-0.906481612857143,-0.129911074357143,0.0462324339821429,-0.692052595357143,0.0324255331821429,-0.120355136839286
5,"STANDING",-0.900671630714286,-0.867041711785714,-0.858401653214286,-0.178598410944643,-0.162944927001786,-0.109180363773214,-0.957987407142857,-0.922814373571429,-0.998539904285714,-0.93137020875,-0.958438726607143,-0.965778920714286,-0.998333547321429,-0.998632945714286,-0.99867721375,-0.997760453392857,-0.99738647125,-0.193469449232143,-0.997367415357143,-0.996745649107143,0.0593533369776786,0.960188699107143,-0.03871012665,-0.945543726428571,-0.965041322142857,0.944653886964286,-0.0336586429464286,0.0463457262053571,0.149638379542857,0.077084570525,-0.917506462321429,0.0887612483055357,-0.931791978392857,-0.883621151964286,0.272712861214286,-0.101543323646429,-0.321061142264286,-0.655902435892857,-0.989897805178571,-0.952708306964286,-0.717011259110714,-0.521551385107143,-0.965107441785714,-0.974622370357143,-0.949804324285714,-0.998649748392857,-0.998582517678571,-0.997477162142857,-0.9985649375,-0.998106291607143,-0.140561273625,-0.997685991071429,-0.995976410535714,0.969870195178571,-0.0338693902428571,0.120041105660714,-0.3710260829125,-0.518966327571429,0.0883490466428571,-0.985375210892857,-0.900746607857143,-0.138485138681429,-0.219763661978571,-0.6902971025,0.0529719004607143,-0.1986522153625
6,"STANDING",-0.939404744385965,-0.915891572982456,-0.918683137192982,-0.114716166140877,-0.195978463377193,-0.0778747190508772,-0.979253232807018,-0.950776182280702,-0.999533058596491,-0.951405464912281,-0.963743518070175,-0.975235677719298,-0.999272815263158,-0.999034060526316,-0.999482526842105,-0.99860994122807,-0.99746048,-0.173019058049123,-0.997456637894737,-0.997747805087719,0.226600479315789,0.945139003859649,-0.230251036140351,-0.955524650526316,-0.96756829245614,0.965179193333333,-0.0113600489649123,0.0481483836510526,0.126984982280702,0.0416737927192982,-0.955838693157895,0.106192017861754,-0.965738986491228,-0.939058019473684,0.180589191140351,-0.0467038324385965,-0.26109818517193,-0.579502163701754,-0.997761804210526,-0.957070670350877,-0.81277531,-0.620631564,-0.96667596245614,-0.981137414561403,-0.961016704561404,-0.999456488421053,-0.999257810350877,-0.998680364912281,-0.999557236491228,-0.997523290526316,-0.213978062070175,-0.997970974035088,-0.996676857017544,0.960486924561403,-0.209329872982456,0.00222138164736842,-0.506256130105263,-0.55810759477193,0.139227685754386,-0.995988493508772,-0.952298359473684,-0.284882721614035,-0.0841830829122807,-0.712350414210526,-0.157174947843333,-0.274044371822807
7,"STANDING",-0.943425564528302,-0.918438958867924,-0.914270057169811,-0.188057605981132,-0.298448698150943,-0.188116628033962,-0.969273344339623,-0.952641353207547,-0.99953777,-0.967165093018868,-0.968229643018868,-0.978729082830189,-0.999402102075472,-0.99947924754717,-0.99971027754717,-0.999388828490566,-0.998198926603774,0.0930536113962264,-0.997760013584906,-0.998849878113208,0.358261616876038,0.958728687924528,-0.117607048924528,-0.973884665283019,-0.97140263490566,0.973017736226415,0.0536122916037736,-0.0582689404698113,0.118431528462264,-0.00259686703943396,-0.950665631886792,0.196939927958491,-0.958634883207547,-0.930347203584906,0.102903271986792,-0.149998850728302,-0.117595879301887,-0.448456856526415,-0.996621036037736,-0.95866975245283,-0.779434416981132,-0.694063339792453,-0.971446735849057,-0.982964100377358,-0.972804394339623,-0.999695587735849,-0.99947273754717,-0.999144055849057,-0.999545898490566,-0.998933700566038,-0.208872321227925,-0.998626248867925,-0.998144841886792,0.974451805849057,-0.099121292245283,-0.0643572392641509,-0.615653280660377,-0.582852988811321,-0.0301623612226415,-0.99489307490566,-0.943495906037736,-0.28135913090566,-0.129747996113208,-0.711703468113208,0.0076262966490566,-0.337562145150943
